customer_id,recency_days,tenure_days,order_frequency,is_repeat_customer,monetary_value,log_monetary_value,avg_order_value,log_avg_order_value,avg_basket_size,total_items_purchased,category_diversity,cat_apparel_ratio,cat_electronics_ratio,cat_groceries_ratio,discount_order_pct,avg_discount_pct,return_rate,cancellation_rate,avg_review_score,review_response_rate,weekend_order_ratio,avg_days_between_orders,log_days_between_orders,cod_payment_ratio,upi_payment_ratio,avg_delivery_delay_days
CUST-10010,423,497,2,1,14168.69,9.558860455240053,7084.345,8.865783845364087,1.0,2,2,0.0,0.5,0.5,1.0,0.07500000000000001,0.0,0.0,5.0,0.5,0.0,61.0,4.127134385045092,0.0,1.0,0.0
CUST-10011,20,41,1,0,976.92,6.885427867098047,976.92,6.885427867098047,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,75.0,4.330733340286331,0.0,0.0,1.0
CUST-10012,553,596,1,0,1100.25,7.00420117725039,1100.25,7.00420117725039,1.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,75.0,4.330733340286331,1.0,0.0,0.0
CUST-10013,270,287,1,0,7271.42,8.891844389965092,7271.42,8.891844389965092,3.0,3,3,0.3333333333333333,0.3333333333333333,0.0,1.0,0.1,0.0,0.0,4.0,1.0,1.0,75.0,4.330733340286331,0.0,0.0,0.0
CUST-10014,352,379,1,0,4370.7699999999995,8.382923240410319,4370.7699999999995,8.382923240410319,2.0,2,2,0.0,0.5,0.5,1.0,0.1,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,0.0,0.0,0.0
CUST-10015,315,338,1,0,21815.04,9.990400758040428,21815.04,9.990400758040428,2.0,2,1,0.0,0.5,0.0,1.0,0.1,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,0.0,1.0,1.0
CUST-10016,68,457,2,1,19373.73,9.871724918640577,9686.865,9.178629350371182,2.0,4,3,0.25,0.25,0.0,1.0,0.15000000000000002,0.0,0.0,4.115993984800881,0.0,1.0,322.0,5.777652323222656,0.0,0.5,0.0
CUST-10017,54,348,1,0,962.7,6.870780042857242,962.7,6.870780042857242,2.0,2,2,0.0,0.0,0.5,1.0,0.2,0.0,0.0,4.115993984800881,0.0,1.0,75.0,4.330733340286331,1.0,0.0,0.0
CUST-10018,143,409,2,1,2139.62,7.668850785681439,1069.81,6.976170650414694,1.0,2,3,0.0,0.0,0.5,1.0,0.05,0.3333333333333333,0.0,4.115993984800881,0.0,0.0,3.0,1.3862943611198906,0.0,1.0,0.0
CUST-10019,92,549,2,1,11904.18,9.384728878504268,5952.09,8.691665691466792,1.0,2,2,0.0,0.5,0.5,1.0,0.07500000000000001,0.0,0.0,5.0,0.5,0.5,445.0,6.100318952020064,0.0,1.0,1.5
CUST-10020,134,159,2,1,5652.4800000000005,8.640026563737488,2826.2400000000002,7.947056249739257,1.5,3,2,0.0,0.0,0.3333333333333333,1.0,0.07500000000000001,0.0,0.0,4.115993984800881,0.0,0.0,19.0,2.995732273553991,0.5,0.5,0.0
CUST-10021,67,292,1,0,9837.74,9.194082933066866,9837.74,9.194082933066866,1.0,1,1,0.0,1.0,0.0,1.0,0.1,0.0,0.5,4.0,1.0,1.0,75.0,4.330733340286331,0.0,0.0,0.0
CUST-10022,642,669,1,0,558.11,6.326346233760684,558.11,6.326346233760684,1.0,1,1,0.0,0.0,1.0,1.0,0.05,0.0,0.0,4.0,1.0,1.0,75.0,4.330733340286331,0.0,1.0,2.0
CUST-10023,65,81,2,1,5628.0,8.635687085464026,2814.0,7.942717540573791,2.0,4,2,0.25,0.0,0.0,1.0,0.2,0.0,0.0,5.0,1.0,0.0,5.0,1.791759469228055,0.0,1.0,0.0
CUST-10024,66,86,1,0,1172.53,7.0677715795148,1172.53,7.0677715795148,1.0,1,1,1.0,0.0,0.0,1.0,0.1,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,1.0,0.0,0.0
CUST-10025,63,698,1,0,2040.91,7.621640923316478,2040.91,7.621640923316478,1.0,1,1,1.0,0.0,0.0,1.0,0.1,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,1.0,0.0,1.0
CUST-10026,6,255,1,0,560.44,6.330504911834905,560.44,6.330504911834905,1.0,1,1,1.0,0.0,0.0,1.0,0.05,0.0,0.0,3.0,1.0,0.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10027,38,645,2,1,9870.18,9.197374679486154,4935.09,8.504328798806355,1.0,2,2,0.5,0.5,0.0,1.0,0.07500000000000001,0.0,0.0,2.5,1.0,0.5,302.0,5.713732805509369,0.0,0.5,2.0
CUST-10028,514,522,1,0,9363.98,9.14473247926459,9363.98,9.14473247926459,2.0,2,2,0.5,0.5,0.0,1.0,0.1,0.0,0.0,2.0,1.0,0.0,75.0,4.330733340286331,0.0,1.0,3.0
CUST-10029,33,270,1,0,527.53,6.270099568126878,527.53,6.270099568126878,1.0,1,1,0.0,0.0,1.0,1.0,0.1,0.0,0.0,4.115993984800881,0.0,1.0,75.0,4.330733340286331,0.0,0.0,0.0
CUST-10030,87,651,1,0,2046.1,7.624179436446576,2046.1,7.624179436446576,1.0,1,1,0.0,0.0,0.0,1.0,0.1,0.0,0.0,5.0,1.0,0.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10031,223,410,1,0,1085.87,6.99105728475294,1085.87,6.99105728475294,1.0,1,1,0.0,0.0,0.0,1.0,0.05,0.0,0.0,5.0,1.0,0.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10032,306,317,1,0,3874.02,8.26230610306445,3874.02,8.26230610306445,2.0,2,2,0.5,0.5,0.0,1.0,0.1,0.0,0.0,4.115993984800881,0.0,1.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10033,53,542,1,0,981.37,6.889968019467317,981.37,6.889968019467317,1.0,1,1,0.0,0.0,1.0,1.0,0.1,0.0,0.0,5.0,1.0,1.0,75.0,4.330733340286331,0.0,0.0,0.0
CUST-10034,360,499,1,0,12774.14,9.455256373915967,12774.14,9.455256373915967,1.0,1,1,0.0,1.0,0.0,1.0,0.05,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10035,114,340,1,0,1818.73,7.506443417417295,1818.73,7.506443417417295,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,75.0,4.330733340286331,0.0,0.0,0.0
CUST-10036,458,563,2,1,2287.81,7.735787310828068,1143.905,7.043076943113872,1.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.115993984800881,0.0,0.0,96.0,4.574710978503383,0.0,0.0,0.5
CUST-10037,288,289,1,0,423.98,6.052042108993586,423.98,6.052042108993586,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,75.0,4.330733340286331,0.0,0.0,2.0
CUST-10038,65,564,3,1,3712.46,8.21971933554198,1237.4866666666667,7.121645483160254,1.0,3,3,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.05000000000000001,0.0,0.0,5.0,0.3333333333333333,0.3333333333333333,246.0,5.5093883366279774,0.0,0.6666666666666666,1.0
CUST-10039,279,501,1,0,2380.5,7.775485820240915,2380.5,7.775485820240915,1.0,1,1,0.0,1.0,0.0,1.0,0.05,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10040,285,582,1,0,21455.16,9.973767062615206,21455.16,9.973767062615206,2.0,2,1,0.0,1.0,0.0,1.0,0.1,0.0,0.0,5.0,1.0,1.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10041,64,68,1,0,12832.56,9.459818893789452,12832.56,9.459818893789452,1.0,1,1,0.0,1.0,0.0,1.0,0.1,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,1.0,0.0,1.0
CUST-10042,158,182,1,0,15969.36,9.678489783221735,15969.36,9.678489783221735,2.0,2,2,0.5,0.5,0.0,1.0,0.1,0.0,0.0,2.0,1.0,1.0,75.0,4.330733340286331,0.0,1.0,3.0
CUST-10043,345,346,2,1,12818.83,9.458748469856317,6409.415,8.765679290408709,1.5,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.07500000000000001,0.0,0.0,4.0,0.5,0.0,1.0,0.6931471805599453,0.0,0.5,1.0
CUST-10044,333,351,1,0,1159.34,7.056468344602262,1159.34,7.056468344602262,1.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.115993984800881,0.0,1.0,75.0,4.330733340286331,0.0,0.0,0.0
CUST-10045,8,457,2,1,3920.34,8.274188711106337,1960.17,7.581296512902994,1.5,3,2,0.0,0.0,0.3333333333333333,1.0,0.125,0.0,0.0,4.0,1.0,0.0,62.0,4.143134726391533,0.0,1.0,1.5
CUST-10046,93,115,1,0,2370.6,7.771320111833212,2370.6,7.771320111833212,1.0,1,1,0.0,0.0,0.0,1.0,0.05,0.0,0.0,4.0,1.0,0.0,75.0,4.330733340286331,0.0,1.0,1.0
CUST-10047,349,670,2,1,3612.59,8.19245701701312,1806.295,7.499586531279918,1.0,2,2,0.5,0.0,0.0,0.5,0.025,0.0,0.0,4.5,1.0,0.0,17.0,2.8903717578961645,0.5,0.5,0.0
CUST-10048,251,265,2,1,15186.02,9.628196394645187,7593.01,8.935115057619957,1.0,2,1,0.0,1.0,0.0,1.0,0.05,0.0,0.0,4.115993984800881,0.0,0.0,9.0,2.302585092994046,0.0,1.0,0.0
CUST-10049,176,204,2,1,6958.950000000001,8.847927569394615,3479.4750000000004,8.1549240577069,1.0,2,2,0.5,0.5,0.0,1.0,0.05,0.0,0.0,5.0,1.0,0.0,27.0,3.332204510175204,0.0,1.0,0.0
CUST-10050,53,582,1,0,5637.82,8.637430102744421,5637.82,8.637430102744421,1.0,1,1,0.0,1.0,0.0,1.0,0.1,0.0,0.0,5.0,1.0,1.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10051,587,590,1,0,2756.35,7.9220253525492605,2756.35,7.9220253525492605,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,75.0,4.330733340286331,0.0,0.0,0.0
CUST-10052,433,616,1,0,412.15,6.023810723147193,412.15,6.023810723147193,1.0,1,2,1.0,0.0,0.0,1.0,0.1,0.0,0.5,2.0,1.0,0.0,75.0,4.330733340286331,1.0,0.0,3.0
CUST-10053,198,667,1,0,1848.15,7.522481353029072,1848.15,7.522481353029072,1.0,1,1,1.0,0.0,0.0,1.0,0.05,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,0.0,1.0,2.0
CUST-10054,114,303,1,0,2961.25,7.9937043936968495,2961.25,7.9937043936968495,1.0,1,1,0.0,1.0,0.0,1.0,0.05,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10055,227,422,1,0,1151.78,7.049931695471665,1151.78,7.049931695471665,1.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,75.0,4.330733340286331,1.0,0.0,2.0
CUST-10056,253,302,2,1,2601.23,7.8641240487093995,1300.615,7.171361080116236,1.0,2,2,0.5,0.0,0.0,0.5,0.025,0.0,0.0,4.115993984800881,0.0,0.0,29.0,3.4011973816621555,0.5,0.5,0.5
CUST-10057,64,571,1,0,4467.41,8.404787919631707,4467.41,8.404787919631707,2.0,2,2,0.0,0.0,0.5,1.0,0.2,0.0,0.0,5.0,1.0,0.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10058,397,426,1,0,1625.0300000000002,7.393896740122055,1625.0300000000002,7.393896740122055,2.0,2,1,1.0,0.0,0.0,1.0,0.2,0.0,0.0,5.0,1.0,1.0,75.0,4.330733340286331,1.0,0.0,0.0
CUST-10059,144,371,1,0,16175.2,9.691296305179863,16175.2,9.691296305179863,3.0,3,2,0.3333333333333333,0.6666666666666666,0.0,1.0,0.1,0.0,0.0,5.0,1.0,1.0,75.0,4.330733340286331,1.0,0.0,0.0
CUST-10060,122,454,1,0,2127.1,7.662984841838626,2127.1,7.662984841838626,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,0.0,0.0,0.0
CUST-10061,72,436,1,0,11774.89,9.37380949989242,11774.89,9.37380949989242,1.0,1,1,0.0,1.0,0.0,1.0,0.1,0.0,0.0,2.0,1.0,0.0,75.0,4.330733340286331,0.0,1.0,2.0
CUST-10062,162,181,1,0,1073.86,6.979945699522627,1073.86,6.979945699522627,1.0,1,1,1.0,0.0,0.0,1.0,0.05,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10063,161,563,1,0,1169.72,7.06537422313572,1169.72,7.06537422313572,1.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,75.0,4.330733340286331,1.0,0.0,0.0
CUST-10064,261,273,1,0,3819.19,8.248055438583611,3819.19,8.248055438583611,2.0,2,2,0.5,0.0,0.0,1.0,0.1,0.0,0.0,5.0,1.0,0.0,75.0,4.330733340286331,1.0,0.0,0.0
CUST-10065,69,152,2,1,5472.5599999999995,8.607684506391903,2736.2799999999997,7.914720005598489,1.5,3,2,0.0,0.3333333333333333,0.6666666666666666,1.0,0.125,0.0,0.0,5.0,0.5,0.5,55.0,4.02535169073515,0.5,0.5,0.0
CUST-10067,73,135,1,0,4195.280000000001,8.341953697509082,4195.280000000001,8.341953697509082,3.0,3,2,0.0,0.0,0.3333333333333333,1.0,0.2,0.0,0.0,4.0,1.0,0.0,75.0,4.330733340286331,0.0,0.0,1.0
CUST-10068,369,600,1,0,2076.65,7.638992726289217,2076.65,7.638992726289217,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,75.0,4.330733340286331,0.0,0.0,0.0
CUST-10069,125,144,1,0,2175.4,7.6854274146117705,2175.4,7.6854274146117705,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,0.0,0.0,0.0
CUST-10070,363,385,1,0,506.27,6.229043406218447,506.27,6.229043406218447,1.0,1,1,0.0,0.0,0.0,1.0,0.05,0.0,0.0,3.0,1.0,0.0,75.0,4.330733340286331,0.0,1.0,2.0
CUST-10071,116,136,1,0,15842.369999999999,9.67050639526506,15842.369999999999,9.67050639526506,2.0,2,1,0.0,1.0,0.0,1.0,0.1,0.0,0.0,2.0,1.0,1.0,75.0,4.330733340286331,0.0,1.0,3.0
CUST-10072,55,479,1,0,1449.36,7.279567080461337,1449.36,7.279567080461337,1.0,1,1,0.0,0.0,0.0,1.0,0.1,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,0.0,0.0,0.0
CUST-10073,293,322,1,0,819.59,6.710023593728618,819.59,6.710023593728618,1.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,75.0,4.330733340286331,1.0,0.0,2.0
CUST-10074,50,189,1,0,3473.85,8.15330659159961,3473.85,8.15330659159961,1.0,1,1,0.0,0.0,0.0,1.0,0.1,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,0.0,1.0,1.0
CUST-10075,73,377,1,0,14530.33,9.584062287130957,14530.33,9.584062287130957,2.0,2,1,0.0,1.0,0.0,1.0,0.2,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,0.0,1.0,1.0
CUST-10076,168,168,1,0,9521.58,9.161421099472628,9521.58,9.161421099472628,1.0,1,1,0.0,1.0,0.0,1.0,0.05,0.0,0.0,3.0,1.0,0.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10077,362,364,1,0,1139.53,7.039248345631012,1139.53,7.039248345631012,1.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,75.0,4.330733340286331,1.0,0.0,0.0
CUST-10078,139,148,1,0,21995.76,9.998650448767487,21995.76,9.998650448767487,2.0,2,1,0.0,0.5,0.0,1.0,0.1,0.0,0.0,4.0,1.0,0.0,75.0,4.330733340286331,0.0,1.0,2.0
CUST-10079,210,221,1,0,1777.24,7.483379390091557,1777.24,7.483379390091557,2.0,2,1,0.5,0.0,0.0,1.0,0.1,0.0,0.0,5.0,1.0,0.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10080,120,199,2,1,1427.07,7.264079161305951,713.535,6.57163198147459,1.0,2,1,0.0,0.0,1.0,1.0,0.05,0.0,0.0,5.0,1.0,0.5,53.0,3.9889840465642745,0.0,1.0,0.0
CUST-10081,179,204,2,1,1430.75,7.266652751273966,715.375,6.574203772871901,1.0,2,2,0.5,0.0,0.5,0.5,0.025,0.0,0.0,5.0,0.5,0.5,20.0,3.044522437723423,0.5,0.5,0.5
CUST-10082,91,204,1,0,6400.57,8.764298551763572,6400.57,8.764298551763572,1.0,1,1,0.0,1.0,0.0,1.0,0.1,0.0,0.0,3.0,1.0,0.0,75.0,4.330733340286331,0.0,1.0,1.0
CUST-10083,319,330,1,0,7538.62,8.927927061854001,7538.62,8.927927061854001,1.0,1,1,0.0,1.0,0.0,1.0,0.05,0.0,0.0,5.0,1.0,1.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10084,20,557,1,0,1210.75,7.099820874725485,1210.75,7.099820874725485,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,75.0,4.330733340286331,1.0,0.0,0.0
CUST-10085,54,654,2,1,2060.85,7.631358917023009,1030.425,6.938696620221686,1.0,2,2,0.5,0.0,0.5,1.0,0.07500000000000001,0.0,0.0,5.0,1.0,0.5,565.0,6.338594078203183,0.0,1.0,0.0
CUST-10086,146,292,1,0,4145.0,8.329899292995725,4145.0,8.329899292995725,1.0,1,1,0.0,1.0,0.0,1.0,0.05,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10087,158,183,1,0,1022.67,6.931149488035728,1022.67,6.931149488035728,1.0,1,1,1.0,0.0,0.0,1.0,0.05,0.0,0.0,4.0,1.0,1.0,75.0,4.330733340286331,0.0,1.0,1.0
CUST-10088,474,500,1,0,5720.51,8.651988035549653,5720.51,8.651988035549653,3.0,3,2,0.0,0.0,0.0,1.0,0.1,0.0,0.0,4.115993984800881,0.0,1.0,75.0,4.330733340286331,0.0,1.0,1.0
CUST-10089,205,332,1,0,6325.5,8.752502439629318,6325.5,8.752502439629318,1.0,1,1,0.0,1.0,0.0,1.0,0.05,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10090,182,519,1,0,2262.01,7.724451064536722,2262.01,7.724451064536722,1.0,1,1,0.0,1.0,0.0,1.0,0.05,0.0,0.0,3.0,1.0,0.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10091,521,539,1,0,12313.94,9.418568438435583,12313.94,9.418568438435583,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,1.0,0.0,0.0
CUST-10092,5,160,1,0,1987.53,7.595150951282747,1987.53,7.595150951282747,3.0,3,2,0.3333333333333333,0.0,0.6666666666666666,1.0,0.1,0.0,0.0,4.115993984800881,0.0,1.0,75.0,4.330733340286331,0.0,0.0,1.0
CUST-10093,146,465,2,1,6551.4800000000005,8.787598882922778,3275.7400000000002,8.09460430469062,2.0,4,2,0.5,0.0,0.25,0.5,0.05,0.0,0.0,4.115993984800881,0.0,0.5,222.0,5.407171771460119,0.0,0.5,0.0
CUST-10094,273,606,1,0,1860.76,7.529277555866782,1860.76,7.529277555866782,1.0,1,1,1.0,0.0,0.0,1.0,0.05,0.0,0.0,5.0,1.0,0.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10095,69,350,4,1,20733.89,9.939573067626622,5183.4725,8.553423379711916,2.5,10,3,0.3,0.0,0.1,0.75,0.1,0.0,0.0,4.666666666666667,0.75,0.75,55.666666666666664,4.037186148382152,0.0,0.75,0.0
CUST-10096,176,188,1,0,10631.36,9.27165745986499,10631.36,9.27165745986499,3.0,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.1,0.0,0.0,2.0,1.0,0.0,75.0,4.330733340286331,0.0,1.0,1.0
CUST-10097,17,230,1,0,4145.84,8.330101877394526,4145.84,8.330101877394526,2.0,2,2,0.0,0.0,0.5,1.0,0.1,0.0,0.0,5.0,1.0,0.0,75.0,4.330733340286331,0.0,0.0,0.0
CUST-10098,321,329,1,0,2387.57,7.778450139497076,2387.57,7.778450139497076,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,75.0,4.330733340286331,0.0,0.0,2.0
CUST-10099,415,471,3,1,16999.47,9.740996269715003,5666.490000000001,8.642501617933723,1.3333333333333333,4,4,0.25,0.25,0.25,1.0,0.08333333333333333,0.0,0.25,4.5,0.6666666666666666,0.6666666666666666,25.5,3.2771447329921766,0.3333333333333333,0.6666666666666666,0.0
CUST-10100,324,345,1,0,1866.97,7.532607558702652,1866.97,7.532607558702652,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,75.0,4.330733340286331,1.0,0.0,0.0
CUST-10101,291,320,1,0,817.82,6.707864279478078,817.82,6.707864279478078,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,75.0,4.330733340286331,1.0,0.0,1.0
CUST-10102,114,386,2,1,13308.6,9.496240858345534,6654.3,8.803168808701244,1.0,2,2,0.0,0.5,0.0,0.5,0.025,0.0,0.0,4.0,0.5,0.0,251.0,5.529429087511423,0.5,0.5,0.5
CUST-10103,42,638,2,1,1756.67,7.471744347314194,878.335,6.779165939982638,1.0,2,2,0.5,0.0,0.0,0.5,0.05,0.0,0.0,5.0,1.0,0.0,98.0,4.59511985013459,0.5,0.5,0.0
CUST-10105,288,632,1,0,1247.07,7.1293536370999915,1247.07,7.1293536370999915,1.0,1,1,0.0,0.0,0.0,1.0,0.05,0.0,0.0,2.0,1.0,0.0,75.0,4.330733340286331,0.0,1.0,1.0
CUST-10107,1,417,2,1,8576.94,9.056949070414918,4288.47,8.36391846116644,1.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,0.5,389.0,5.966146739123692,0.5,0.0,0.5
CUST-10108,579,707,1,0,597.79,6.394910952339226,597.79,6.394910952339226,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.115993984800881,0.0,1.0,75.0,4.330733340286331,0.0,0.0,1.0
CUST-10109,175,238,1,0,6480.33,8.776681015199635,6480.33,8.776681015199635,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,75.0,4.330733340286331,1.0,0.0,0.0
CUST-10111,248,615,1,0,2861.0,7.959275960116396,2861.0,7.959275960116396,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,75.0,4.330733340286331,0.0,0.0,1.0
CUST-10112,7,533,1,0,15876.73,9.67267277747994,15876.73,9.67267277747994,4.0,4,2,0.5,0.25,0.0,1.0,0.1,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,0.0,1.0,1.0
CUST-10113,444,453,1,0,2280.28,7.732491967929263,2280.28,7.732491967929263,1.0,1,1,1.0,0.0,0.0,1.0,0.1,0.0,0.0,5.0,1.0,0.0,75.0,4.330733340286331,0.0,0.0,0.0
CUST-10114,126,150,2,1,3344.92,8.115496972115693,1672.46,7.422648618363931,1.0,2,2,0.0,0.0,0.5,0.5,0.025,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0
CUST-10115,595,653,1,0,1400.94,7.245612270673054,1400.94,7.245612270673054,2.0,2,2,0.0,0.0,0.5,1.0,0.1,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,0.0,0.0,1.0
CUST-10116,286,308,1,0,2077.42,7.639363268656796,2077.42,7.639363268656796,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.115993984800881,0.0,0.0,75.0,4.330733340286331,1.0,0.0,0.0
CUST-10117,10,378,1,0,2955.7799999999997,7.9918561173552245,2955.7799999999997,7.9918561173552245,4.0,4,2,0.25,0.0,0.0,1.0,0.1,0.0,0.0,5.0,1.0,0.0,75.0,4.330733340286331,0.0,1.0,0.0
CUST-10118,205,206,1,0,8401.699999999999,9.036308361755736,8401.699999999999,9.036308361755736,2.0,2,2,0.0,0.5,0.5,1.0,0.1,0.0,0.0,3.0,1.0,0.0,75.0,4.330733340286331,0.0,1.0,1.0
CUST-10119,187,191,1,0,3359.95,8.119978951089605,3359.95,8.119978951089605,1.0,1,1,0.0,1.0,0.0,1.0,0.05,0.0,0.0,4.0,1.0,1.0,75.0,4.330733340286331,0.0,1.0,1.0
